AR 100 100
A 17 48 14
A 17 49 22
A 17 50 1
A 17 51 14
A 17 52 22
A 17 53 23
A 17 54 23
A 17 55 23
A 17 56 23
A 17 57 14
A 17 58 20
A 17 59 7
A 17 60 4
A 17 61 22
A 17 62 17
A 17 63 21
A 17 64 0
A 17 65 1
A 17 66 6
A 17 67 25
A 17 68 13
A 17 69 13
A 17 70 17
A 17 71 25
A 17 72 7
A 17 73 9
A 17 74 3
A 17 75 11
A 17 76 3
A 17 77 9
A 17 78 7
A 17 79 24
A 17 80 22
A 17 81 11
A 17 82 22
A 17 83 21
A 17 84 7
A 17 85 8
A 17 86 9
A 17 87 21
A 17 88 7
A 17 89 2
A 17 90 6
A 17 91 17
A 17 92 13
A 17 93 1
A 17 94 18
A 17 95 0
A 17 96 0
A 17 97 22
A 17 98 10
A 17 99 12
A 18 0 1
A 18 1 18
A 18 2 24
A 18 3 5
A 18 4 0
A 18 5 13
A 18 6 11
A 18 7 3
A 18 8 18
A 18 9 13
A 18 10 21
A 18 11 7
A 18 12 2
A 18 13 16
A 18 14 23
A 18 15 17
A 18 16 2
A 18 17 18
A 18 18 15
A 18 19 6
A 18 20 6
A 18 21 23
A 18 22 2
A 18 23 21
A 18 24 20
A 18 25 24
A 18 26 9
A 18 27 0
A 18 28 20
A 18 29 2
A 18 30 6
A 18 31 16
A 18 32 16
A 18 33 18
A 18 34 2
A 18 35 8
A 18 36 12
A 18 37 4
A 18 38 10
A 18 39 7
A 18 40 14
A 18 41 0
A 18 42 5
A 18 43 3
A 18 44 4
A 18 45 1
A 18 46 6
A 18 47 23
A 18 48 21
A 18 49 10
A 18 50 2
A 18 51 12
A 18 52 22
A 18 53 0
A 18 54 17
A 18 55 6
A 18 56 2
A 18 57 20
A 18 58 25
A 18 59 24
A 18 60 3
A 18 61 14
A 18 62 2
A 18 63 21
A 18 64 18
A 18 65 4
A 18 66 3
A 18 67 7
A 18 68 18
A 18 69 1
A 18 70 24
A 18 71 24
A 18 72 13
A 18 73 24
A 18 74 3
A 18 75 12
A 18 76 19
A 18 77 3
A 18 78 24
A 18 79 23
A 18 80 23
A 18 81 18
A 18 82 6
A 18 83 18
A 18 84 14
A 18 85 16
A 18 86 8
A 18 87 12
A 18 88 21
A 18 89 10
A 18 90 4
A 18 91 0
A 18 92 22
A 18 93 5
A 18 94 14
A 18 95 9
A 18 96 11
A 18 97 8
A 18 98 1
A 18 99 1
A 19 0 12
A 19 1 20
A 19 2 3
A 19 3 5
A 19 4 15
A 19 5 9
A 19 6 19
A 19 7 16
A 19 8 24
A 19 9 15
A 19 10 24
A 19 11 14
A 19 12 11
A 19 13 16
A 19 14 18
A 19 15 25
A 19 16 6
A 19 17 6
A 19 18 18
A 19 19 8
A 19 20 7
A 19 21 14
A 19 22 2
A 19 23 19
A 19 24 15
A 19 25 7
A 19 26 4
A 19 27 0
A 19 28 18
A 19 29 23
A 19 30 19
A 19 31 8
A 19 32 10
A 19 33 3
A 19 34 21
A 19 35 19
A 19 36 5
A 19 37 8
A 19 38 16
A 19 39 8
A 19 40 10
A 19 41 14
A 19 42 22
A 19 43 23
A 19 44 6
A 19 45 6
A 19 46 10
A 19 47 7
A 19 48 12
A 19 49 8
A 19 50 25
A 19 51 17
A 19 52 2
A 19 53 4
A 19 54 17
A 19 55 17
A 19 56 25
A 19 57 4
A 19 58 22
A 19 59 3
A 19 60 18
A 19 61 20
A 19 62 15
A 19 63 9
A 19 64 2
A 19 65 7
A 19 66 12
A 19 67 8
A 19 68 25
A 19 69 1
A 19 70 10
A 19 71 2
A 19 72 3
A 19 73 21
A 19 74 12
A 19 75 1
A 19 76 6
A 19 77 6
A 19 78 8
A 19 79 6
A 19 80 13
A 19 81 6
A 19 82 2
A 19 83 8
A 19 84 17
A 19 85 2
A 19 86 18
A 19 87 24
A 19 88 14
A 19 89 3
A 19 90 8
A 19 91 0
A 19 92 16
A 19 93 0
A 19 94 12
A 19 95 24
A 19 96 3
A 19 97 2
A 19 98 4
A 19 99 0
A 20 0 23
A 20 1 24
A 20 2 24
A 20 3 15
A 20 4 22
A 20 5 5
A 20 6 19
A 20 7 5
A 20 8 0
A 20 9 6
A 20 10 3
A 20 11 5
A 20 12 22
A 20 13 15
A 20 14 25
A 20 15 10
A 20 16 13
A 20 17 13
A 20 18 3
A 20 19 15
A 20 20 11
A 20 21 16
A 20 22 17
A 20 23 6
A 20 24 5
A 20 25 10
A 20 26 3
A 20 27 13
A 20 28 6
A 20 29 14
A 20 30 20
A 20 31 16
A 20 32 22
A 20 33 24
A 20 34 11
A 20 35 21
A 20 36 7
A 20 37 4
A 20 38 16
A 20 39 25
A 20 40 23
A 20 41 7
A 20 42 16
A 20 43 22
A 20 44 2
A 20 45 22
A 20 46 25
A 20 47 0
A 20 48 11
A 20 49 21
A 20 50 17
A 20 51 21
A 20 52 24
A 20 53 19
A 20 54 12
A 20 55 8
A 20 56 9
A 20 57 0
A 20 58 7
A 20 59 21
A 20 60 15
A 20 61 12
A 20 62 5
A 20 63 7
A 20 64 0
A 20 65 22
A 20 66 22
A 20 67 13
A 20 68 1
A 20 69 17
A 20 70 17
A 20 71 6
A 20 72 11
A 20 73 20
A 20 74 6
A 20 75 20
A 20 76 25
A 20 77 13
A 20 78 13
A 20 79 5
A 20 80 8
A 20 81 0
A 20 82 20
A 20 83 0
A 20 84 16
A 20 85 0
A 20 86 17
A 20 87 21
A 20 88 12
A 20 89 10
A 20 90 0
A 20 91 0
A 20 92 24
A 20 93 11
A 20 94 21
A 20 95 24
A 20 96 20
A 20 97 21
A 20 98 6
A 20 99 20
A 21 0 15
A 21 1 22
A 21 2 25
A 21 3 4
A 21 4 17
A 21 5 5
A 21 6 6
A 21 7 8
A 21 8 0
A 21 9 15
A 21 10 15
A 21 11 16
A 21 12 2
A 21 13 24
A 21 14 2
A 21 15 6
A 21 16 21
A 21 17 18
A 21 18 18
A 21 19 18
A 21 20 21
A 21 21 3
A 21 22 16
A 21 23 15
A 21 24 9
A 21 25 2
A 21 26 24
A 21 27 15
A 21 28 10
A 21 29 10
A 21 30 19
A 21 31 11
A 21 32 25
A 21 33 11
A 21 34 3
A 21 35 7
A 21 36 5
A 21 37 10
A 21 38 10
A 21 39 8
A 21 40 7
A 21 41 7
A 21 42 18
A 21 43 20
A 21 44 9
A 21 45 23
A 21 46 13
A 21 47 9
A 21 48 1
A 21 49 9
A 21 50 12
A 21 51 9
A 21 52 19
A 21 53 8
A 21 54 9
A 21 55 9
A 21 56 23
A 21 57 24
A 21 58 6
A 21 59 16
A 21 60 10
A 21 61 10
A 21 62 21
A 21 63 0
A 21 64 13
A 21 65 21
A 21 66 10
A 21 67 0
A 21 68 0
A 21 69 19
A 21 70 10
A 21 71 11
A 21 72 25
A 21 73 7
A 21 74 15
A 21 75 9
A 21 76 2
A 21 77 16
A 21 78 20
A 21 79 2
A 21 80 24
A 21 81 10
A 21 82 20
A 21 83 20
A 21 84 2
A 21 85 18
A 21 86 24
A 21 87 13
A 21 88 24
A 21 89 13
A 21 90 2
A 21 91 3
A 21 92 2
A 21 93 13
A 21 94 11
A 21 95 22
A 21 96 25
A 21 97 15
A 21 98 5
A 21 99 0
A 22 0 25
A 22 1 9
A 22 2 4
A 22 3 15
A 22 4 25
A 22 5 20
A 22 6 9
A 22 7 16
A 22 8 19
A 22 9 4
A 22 10 23
A 22 11 25
A 22 12 18
A 22 13 1
A 22 14 5
A 22 15 11
A 22 16 25
A 22 17 17
A 22 18 5
A 22 19 4
A 22 20 19
A 22 21 13
A 22 22 5
A 22 23 11
A 22 24 3
A 22 25 20
A 22 26 0
A 22 27 17
A 22 28 11
A 22 29 22
A 22 30 21
A 22 31 4
A 22 32 19
A 22 33 17
A 22 34 5
A 22 35 22
A 22 36 5
A 22 37 23
A 22 38 25
A 22 39 24
A 22 40 17
A 22 41 9
A 22 42 15
A 22 43 4
A 22 44 2
A 22 45 22
A 22 46 9
A 22 47 16
A 22 48 3
A 22 49 4
A 22 50 4
A 22 51 19
A 22 52 2
A 22 53 16
A 22 54 9
A 22 55 18
A 22 56 8
A 22 57 3
A 22 58 3
A 22 59 18
A 22 60 24
A 22 61 25
A 22 62 4
A 22 63 19
A 22 64 6
A 22 65 16
A 22 66 24
A 22 67 2
A 22 68 10
A 22 69 18
A 22 70 14
A 22 71 11
A 22 72 1
A 22 73 23
A 22 74 0
A 22 75 2
A 22 76 6
A 22 77 9
A 22 78 20
A 22 79 3
A 22 80 3
A 22 81 6
A 22 82 3
A 22 83 5
A 22 84 1
A 22 85 21
A 22 86 20
A 22 87 23
A 22 88 7
A 22 89 0
A 22 90 14
A 22 91 6
A 22 92 19
A 22 93 7
A 22 94 24
A 22 95 11
A 22 96 24
A 22 97 23
A 22 98 1
A 22 99 24
A 23 0 3
A 23 1 22
A 23 2 16
A 23 3 8
A 23 4 10
A 23 5 12
A 23 6 2
A 23 7 14
A 23 8 5
A 23 9 9
A 23 10 20
A 23 11 7
A 23 12 1
A 23 13 11
A 23 14 11
A 23 15 5
A 23 16 3
A 23 17 18
A 23 18 12
A 23 19 4
A 23 20 10
A 23 21 13
A 23 22 0
A 23 23 4
A 23 24 9
A 23 25 17
A 23 26 16
A 23 27 12
A 23 28 17
A 23 29 13
A 23 30 16
A 23 31 22
A 23 32 22
A 23 33 22
A 23 34 7
A 23 35 23
A 23 36 19
A 23 37 16
A 23 38 16
A 23 39 23
A 23 40 17
A 23 41 18
A 23 42 12
A 23 43 18
A 23 44 3
A 23 45 0
A 23 46 4
A 23 47 11
A 23 48 10
A 23 49 23
A 23 50 9
A 23 51 11
A 23 52 18
A 23 53 24
A 23 54 0
A 23 55 24
A 23 56 1
A 23 57 6
A 23 58 15
A 23 59 18
A 23 60 0
A 23 61 15
A 23 62 17
A 23 63 22
A 23 64 1
A 23 65 23
A 23 66 23
A 23 67 8
A 23 68 25
A 23 69 3
A 23 70 5
A 23 71 13
A 23 72 5
A 23 73 22
A 23 74 20
A 23 75 14
A 23 76 4
A 23 77 1
A 23 78 23
A 23 79 18
A 23 80 8
A 23 81 24
A 23 82 1
A 23 83 25
A 23 84 24
A 23 85 24
A 23 86 22
A 23 87 3
A 23 88 21
A 23 89 24
A 23 90 14
A 23 91 19
A 23 92 12
A 23 93 24
A 23 94 8
A 23 95 25
A 23 96 19
A 23 97 8
A 23 98 1
A 23 99 17
A 24 0 21
A 24 1 14
A 24 2 16
A 24 3 24
A 24 4 4
A 24 5 4
A 24 6 16
A 24 7 0
A 24 8 25
A 24 9 2
A 24 10 22
A 24 11 9
A 24 12 14
A 24 13 14
A 24 14 4
A 24 15 8
A 24 16 10
A 24 17 23
A 24 18 8
A 24 19 19
A 24 20 8
A 24 21 18
A 24 22 21
A 24 23 24
A 24 24 13
A 24 25 22
A 24 26 13
A 24 27 6
A 24 28 21
A 24 29 7
A 24 30 6
A 24 31 23
A 24 32 0
A 24 33 1
A 24 34 17
A 24 35 14
A 24 36 4
A 24 37 18
A 24 38 12
A 24 39 1
A 24 40 5
A 24 41 23
A 24 42 1
A 24 43 1
A 24 44 7
A 24 45 24
A 24 46 0
A 24 47 17
A 24 48 10
A 24 49 15
A 24 50 15
A 24 51 17
A 24 52 2
A 24 53 16
A 24 54 25
A 24 55 23
A 24 56 18
A 24 57 0
A 24 58 8
A 24 59 0
A 24 60 5
A 24 61 24
A 24 62 13
A 24 63 7
A 24 64 20
A 24 65 12
A 24 66 20
A 24 67 23
A 24 68 15
A 24 69 12
A 24 70 16
A 24 71 0
A 24 72 25
A 24 73 8
A 24 74 24
A 24 75 0
A 24 76 4
A 24 77 8
A 24 78 5
A 24 79 4
A 24 80 7
A 24 81 2
A 24 82 10
A 24 83 23
A 24 84 24
A 24 85 21
A 24 86 2
A 24 87 12
A 24 88 13
A 24 89 13
A 24 90 0
A 24 91 1
A 24 92 0
A 24 93 5
A 24 94 9
A 24 95 23
A 24 96 21
A 24 97 21
A 24 98 13
A 24 99 3
A 25 0 16
A 25 1 14
A 25 2 24
A 25 3 2
A 25 4 6
A 25 5 1
A 25 6 20
A 25 7 6
A 25 8 0
A 25 9 1
A 25 10 15
A 25 11 15
A 25 12 19
A 25 13 15
A 25 14 17
A 25 15 9
A 25 16 1
A 25 17 14
A 25 18 15
A 25 19 5
A 25 20 17
A 25 21 14
A 25 22 7
A 25 23 11
A 25 24 22
A 25 25 19
A 25 26 3
A 25 27 23
A 25 28 22
A 25 29 3
A 25 30 0
A 25 31 14
A 25 32 6
A 25 33 12
A 25 34 8
A 25 35 24
A 25 36 14
A 25 37 17
A 25 38 13
A 25 39 11
A 25 40 4
A 25 41 15
A 25 42 17
A 25 43 12
A 25 44 3
A 25 45 20
A 25 46 1
A 25 47 22
A 25 48 8
A 25 49 4
A 25 50 14
A 25 51 20
A 25 52 4
A 25 53 12
A 25 54 9
A 25 55 7
A 25 56 15
A 25 57 23
A 25 58 17
A 25 59 2
A 25 60 6
A 25 61 21
A 25 62 18
A 25 63 1
A 25 64 19
A 25 65 25
A 25 66 14
A 25 67 8
A 25 68 4
A 25 69 14
A 25 70 7
A 25 71 10
A 25 72 20
A 25 73 25
A 25 74 3
A 25 75 14
A 25 76 10
A 25 77 10
A 25 78 7
A 25 79 24
A 25 80 17
A 25 81 17
A 25 82 1
A 25 83 23
A 25 84 8
A 25 85 11
A 25 86 5
A 25 87 1
A 25 88 18
A 25 89 11
A 25 90 9
A 25 91 17
A 25 92 2
A 25 93 20
A 25 94 3
A 25 95 14
A 25 96 10
A 25 97 14
A 25 98 21
A 25 99 15
A 26 0 14
A 26 1 3
A 26 2 23
A 26 3 8
A 26 4 19
A 26 5 7
A 26 6 19
A 26 7 7
A 26 8 13
A 26 9 6
A 26 10 19
A 26 11 5
A 26 12 22
A 26 13 18
A 26 14 9
A 26 15 17
A 26 16 16
A 26 17 22
A 26 18 25
A 26 19 12
A 26 20 14
A 26 21 22
A 26 22 12
A 26 23 1
A 26 24 2
A 26 25 1
A 26 26 12
A 26 27 1
A 26 28 20
A 26 29 22
A 26 30 1
A 26 31 5
A 26 32 12
A 26 33 3
A 26 34 3
A 26 35 21
A 26 36 25
A 26 37 6
A 26 38 11
A 26 39 25
A 26 40 1
A 26 41 1
A 26 42 6
A 26 43 17
A 26 44 19
A 26 45 9
A 26 46 17
A 26 47 24
A 26 48 17
A 26 49 14
A 26 50 9
A 26 51 13
A 26 52 4
A 26 53 0
A 26 54 24
A 26 55 4
A 26 56 21
A 26 57 18
A 26 58 9
A 26 59 1
A 26 60 12
A 26 61 5
A 26 62 24
A 26 63 8
A 26 64 9
A 26 65 18
A 26 66 5
A 26 67 13
A 26 68 12
A 26 69 12
A 26 70 17
A 26 71 17
A 26 72 7
A 26 73 23
A 26 74 8
A 26 75 16
A 26 76 16
A 26 77 13
A 26 78 10
A 26 79 9
A 26 80 12
A 26 81 8
A 26 82 12
A 26 83 20
A 26 84 24
A 26 85 11
A 26 86 15
A 26 87 1
A 26 88 7
A 26 89 6
A 26 90 18
A 26 91 2
A 26 92 13
A 26 93 13
A 26 94 8
A 26 95 5
A 26 96 15
A 26 97 12
A 26 98 5
A 26 99 8
A 27 0 9
A 27 1 14
A 27 2 3
A 27 3 11
A 27 4 22
A 27 5 16
A 27 6 0
A 27 7 3
A 27 8 9
A 27 9 13
A 27 10 20
A 27 11 10
A 27 12 12
A 27 13 7
A 27 14 25
A 27 15 10
A 27 16 5
A 27 17 19
A 27 18 11
A 27 19 8
A 27 20 16
A 27 21 5
A 27 22 10
A 27 23 21
A 27 24 15
A 27 25 16
A 27 26 12
A 27 27 16
A 27 28 22
A 27 29 12
A 27 30 7
A 27 31 2
A 27 32 25
A 27 33 10
A 27 34 14
A 27 35 20
A 27 36 22
A 27 37 22
A 27 38 24
A 27 39 1
A 27 40 2
A 27 41 20
A 27 42 23
A 27 43 13
A 27 44 19
A 27 45 1
A 27 46 9
A 27 47 2
A 27 48 24
A 27 49 0
A 27 50 25
A 27 51 9
A 27 52 15
A 27 53 13
A 27 54 17
A 27 55 23
A 27 56 8
A 27 57 0
A 27 58 2
A 27 59 2
A 27 60 24
A 27 61 24
A 27 62 2
A 27 63 1
A 27 64 8
A 27 65 19
A 27 66 23
A 27 67 24
A 27 68 6
A 27 69 0
A 27 70 3
A 27 71 6
A 27 72 10
A 27 73 17
A 27 74 23
A 27 75 4
A 27 76 10
A 27 77 19
A 27 78 1
A 27 79 2
A 27 80 17
A 27 81 14
A 27 82 5
A 27 83 12
A 27 84 8
A 27 85 19
A 27 86 18
A 27 87 22
A 27 88 23
A 27 89 17
A 27 90 22
A 27 91 2
A 27 92 23
A 27 93 18
A 27 94 17
A 27 95 5
A 27 96 20
A 27 97 3
A 27 98 16
A 27 99 2
A 28 0 0
A 28 1 22
A 28 2 6
A 28 3 22
A 28 4 20
A 28 5 7
A 28 6 25
A 28 7 22
A 28 8 14
A 28 9 25
A 28 10 19
A 28 11 7
A 28 12 10
A 28 13 6
A 28 14 11
A 28 15 14
A 28 16 18
A 28 17 0
A 28 18 8
A 28 19 11
A 28 20 2
A 28 21 8
A 28 22 20
A 28 23 14
A 28 24 12
A 28 25 25
A 28 26 2
A 28 27 14
A 28 28 21
A 28 29 5
A 28 30 16
A 28 31 4
A 28 32 9
A 28 33 20
A 28 34 6
A 28 35 11
A 28 36 3
A 28 37 14
A 28 38 6
A 28 39 15
A 28 40 5
A 28 41 22
A 28 42 1
A 28 43 5
A 28 44 25
A 28 45 15
A 28 46 25
A 28 47 2
A 28 48 1
A 28 49 24
A 28 50 12
A 28 51 21
A 28 52 11
A 28 53 1
A 28 54 12
A 28 55 10
A 28 56 7
A 28 57 12
A 28 58 5
A 28 59 17
A 28 60 19
A 28 61 13
A 28 62 19
A 28 63 5
A 28 64 3
A 28 65 10
A 28 66 24
A 28 67 8
A 28 68 4
A 28 69 24
A 28 70 9
A 28 71 14
A 28 72 1
A 28 73 15
A 28 74 7
A 28 75 6
A 28 76 0
A 28 77 4
A 28 78 7
A 28 79 8
A 28 80 2
A 28 81 13
A 28 82 9
A 28 83 6
A 28 84 5
A 28 85 20
A 28 86 14
A 28 87 1
A 28 88 21
A 28 89 20
A 28 90 11
A 28 91 6
A 28 92 8
A 28 93 25
A 28 94 21
A 28 95 8
A 28 96 18
A 28 97 2
A 28 98 18
A 28 99 5
A 29 0 20
A 29 1 19
A 29 2 16
A 29 3 4
A 29 4 1
A 29 5 19
A 29 6 0
A 29 7 5
A 29 8 3
A 29 9 13
A 29 10 20
A 29 11 23
A 29 12 25
A 29 13 4
A 29 14 12
A 29 15 8
A 29 16 15
A 29 17 5
A 29 18 3
A 29 19 4
A 29 20 25
A 29 21 24
A 29 22 24
A 29 23 17
A 29 24 1
A 29 25 19
A 29 26 3
A 29 27 17
A 29 28 16
A 29 29 9
A 29 30 21
A 29 31 25
A 29 32 13
A 29 33 11
A 29 34 7
A 29 35 0
A 29 36 24
A 29 37 21
A 29 38 13
A 29 39 21
A 29 40 3
A 29 41 9
A 29 42 18
A 29 43 0
A 29 44 19
A 29 45 3
A 29 46 13
A 29 47 21
A 29 48 20
A 29 49 17
A 29 50 10
A 29 51 20
A 29 52 22
A 29 53 5
A 29 54 21
A 29 55 2
A 29 56 22
A 29 57 5
A 29 58 21
A 29 59 14
A 29 60 23
A 29 61 3
A 29 62 6
A 29 63 13
A 29 64 25
A 29 65 0
A 29 66 16
A 29 67 22
A 29 68 5
A 29 69 10
A 29 70 10
A 29 71 1
A 29 72 9
A 29 73 13
A 29 74 17
A 29 75 23
A 29 76 19
A 29 77 18
A 29 78 12
A 29 79 13
A 29 80 6
A 29 81 6
A 29 82 0
A 29 83 8
A 29 84 3
A 29 85 7
A 29 86 22
A 29 87 0
A 29 88 15
A 29 89 12
A 29 90 17
A 29 91 22
A 29 92 5
A 29 93 15
A 29 94 13
A 29 95 18
A 29 96 13
A 29 97 6
A 29 98 9
A 29 99 17
A 30 0 3
A 30 1 2
A 30 2 7
A 30 3 16
A 30 4 2
A 30 5 8
A 30 6 10
A 30 7 24
A 30 8 6
A 30 9 2
A 30 10 17
A 30 11 25
A 30 12 25
A 30 13 1
A 30 14 15
A 30 15 24
A 30 16 7
A 30 17 7
A 30 18 10
A 30 19 11
A 30 20 21
A 30 21 0
A 30 22 2
A 30 23 24
A 30 24 8
A 30 25 1
A 30 26 7
A 30 27 12
A 30 28 7
A 30 29 7
A 30 30 14
A 30 31 1
A 30 32 7
A 30 33 1
A 30 34 13
A 30 35 16
A 30 36 0
A 30 37 15
A 30 38 18
A 30 39 23
A 30 40 1
A 30 41 9
A 30 42 12
A 30 43 14
A 30 44 19
A 30 45 3
A 30 46 8
A 30 47 14
A 30 48 3
A 30 49 10
A 30 50 24
A 30 51 21
A 30 52 13
A 30 53 22
A 30 54 10
A 30 55 17
A 30 56 23
A 30 57 10
A 30 58 15
A 30 59 19
A 30 60 14
A 30 61 15
A 30 62 22
A 30 63 18
A 30 64 17
A 30 65 24
A 30 66 14
A 30 67 21
A 30 68 2
A 30 69 5
A 30 70 14
A 30 71 10
A 30 72 21
A 30 73 16
A 30 74 22
A 30 75 25
A 30 76 23
A 30 77 13
A 30 78 14
A 30 79 13
A 30 80 15
A 30 81 0
A 30 82 16
A 30 83 13
A 30 84 7
A 30 85 17
A 30 86 1
A 30 87 17
A 30 88 7
A 30 89 21
A 30 90 17
A 30 91 23
A 30 92 23
A 30 93 15
A 30 94 2
A 30 95 24
A 30 96 17
A 30 97 0
A 30 98 5
A 30 99 24
A 31 0 20
A 31 1 22
A 31 2 20
A 31 3 12
A 31 4 16
A 31 5 25
A 31 6 1
A 31 7 5
A 31 8 12
A 31 9 18
A 31 10 22
A 31 11 16
A 31 12 5
A 31 13 14
A 31 14 11
A 31 15 25
A 31 16 23
A 31 17 18
A 31 18 12
A 31 19 1
A 31 20 3
A 31 21 13
A 31 22 14
A 31 23 17
A 31 24 17
A 31 25 18
A 31 26 17
A 31 27 15
A 31 28 17
A 31 29 2
A 31 30 7
A 31 31 18
A 31 32 11
A 31 33 1
A 31 34 16
A 31 35 16
A 31 36 7
A 31 37 23
A 31 38 2
A 31 39 7
A 31 40 16
A 31 41 15
A 31 42 12
A 31 43 3
A 31 44 12
A 31 45 19
A 31 46 4
A 31 47 7
A 31 48 20
A 31 49 7
A 31 50 15
A 31 51 2
A 31 52 13
A 31 53 4
A 31 54 3
A 31 55 12
A 31 56 13
A 31 57 24
A 31 58 1
A 31 59 21
A 31 60 1
A 31 61 8
A 31 62 6
A 31 63 6
A 31 64 23
A 31 65 13
A 31 66 23
A 31 67 7
A 31 68 8
A 31 69 23
A 31 70 8
A 31 71 1
A 31 72 11
A 31 73 21
A 31 74 2
A 31 75 1
A 31 76 14
A 31 77 24
A 31 78 16
A 31 79 8
A 31 80 1
A 31 81 10
A 31 82 4
A 31 83 8
A 31 84 8
A 31 85 18
A 31 86 2
A 31 87 4
A 31 88 20
A 31 89 9
A 31 90 18
A 31 91 9
A 31 92 1
A 31 93 4
A 31 94 15
A 31 95 14
A 31 96 3
A 31 97 18
A 31 98 0
A 31 99 10
A 32 0 23
A 32 1 1
A 32 2 17
A 32 3 15
A 32 4 6
A 32 5 12
A 32 6 4
A 32 7 19
A 32 8 2
A 32 9 7
A 32 10 3
A 32 11 13
A 32 12 4
A 32 13 5
A 32 14 4
A 32 15 11
A 32 16 8
A 32 17 4
A 32 18 5
A 32 19 5
A 32 20 4
A 32 21 13
A 32 22 24
A 32 23 19
A 32 24 0
A 32 25 14
A 32 26 7
A 32 27 0
A 32 28 18
A 32 29 5
A 32 30 10
A 32 31 18
A 32 32 14
A 32 33 23
A 32 34 9
A 32 35 7
A 32 36 0
A 32 37 21
A 32 38 5
A 32 39 20
A 32 40 2
A 32 41 9
A 32 42 16
A 32 43 11
A 32 44 12
A 32 45 19
A 32 46 21
A 32 47 5
A 32 48 20
A 32 49 25
A 32 50 2
A 32 51 13
A 32 52 23
A 32 53 8
A 32 54 5
A 32 55 1
A 32 56 6
A 32 57 0
A 32 58 15
A 32 59 25
A 32 60 15
A 32 61 8
A 32 62 10
A 32 63 9
A 32 64 3
A 32 65 11
A 32 66 7
A 32 67 9
A 32 68 6
A 32 69 10
A 32 70 12
A 32 71 2
A 32 72 6
A 32 73 8
A 32 74 15
A 32 75 3
A 32 76 0
A 32 77 14
A 32 78 22
A 32 79 0
A 32 80 12
A 32 81 18
A 32 82 18
A 32 83 7
A 32 84 8
A 32 85 20
A 32 86 5
A 32 87 18
A 32 88 23
A 32 89 21
A 32 90 17
A 32 91 22
A 32 92 10
A 32 93 5
A 32 94 22
A 32 95 6
A 32 96 23
A 32 97 25
A 32 98 15
A 32 99 14
A 33 0 1
A 33 1 14
A 33 2 16
A 33 3 4
A 33 4 24
A 33 5 9
A 33 6 11
A 33 7 0
A 33 8 9
A 33 9 15
A 33 10 16
A 33 11 2
A 33 12 10
A 33 13 23
A 33 14 20
A 33 15 22
A 33 16 5
A 33 17 2
A 33 18 13
A 33 19 14
A 33 20 19
A 33 21 22
A 33 22 23
A 33 23 2
A 33 24 19
A 33 25 19
A 33 26 16
A 33 27 7
A 33 28 5
A 33 29 14
A 33 30 1
A 33 31 16
A 33 32 8
A 33 33 7
A 33 34 20
A 33 35 10
A 33 36 4
A 33 37 12
A 33 38 23
A 33 39 9
A 33 40 10
A 33 41 25
A 33 42 8
A 33 43 9
A 33 44 6
A 33 45 15
A 33 46 6
A 33 47 22
A 33 48 0
A 33 49 13
A 33 50 12
A 33 51 4
A 33 52 3
A 33 53 15
A 33 54 16
A 33 55 13
A 33 56 13
A 33 57 13
A 33 58 14
A 33 59 3
A 33 60 1
A 33 61 19
A 33 62 13
A 33 63 20
A 33 64 5
A 33 65 6
A 33 66 5
A 33 67 14
A 33 68 21
A 33 69 13
A 33 70 10
A 33 71 13
A 33 72 20
A 33 73 21
A 33 74 14
A 33 75 1
A 33 76 15
A 33 77 7
A 33 78 9
A 33 79 14
A 33 80 3
A 33 81 10
A 33 82 8
A 33 83 14
A 33 84 24
A 33 85 25
A 33 86 10
A 33 87 16
A 33 88 4
A 33 89 13
A 33 90 18
A 33 91 5
A 33 92 7
A 33 93 11
A 33 94 2
A 33 95 22
A 33 96 8
A 33 97 13
A 33 98 14
A 33 99 10
A 34 0 2
A 34 1 25
A 34 2 23
A 34 3 17
A 34 4 10
A 34 5 9
A 34 6 15
A 34 7 10
A 34 8 14
A 34 9 15
A 34 10 18
A 34 11 0
A 34 12 8
A 34 13 7
A 34 14 9
A 34 15 14
A 34 16 23
A 34 17 18
A 34 18 16
A 34 19 9
A 34 20 18
A 34 21 4
A 34 22 7
A 34 23 3
A 34 24 23
A 34 25 24
A 34 26 16
A 34 27 19
A 34 28 3
A 34 29 15
A 34 30 2
A 34 31 16
A 34 32 6
A 34 33 7
A 34 34 9
A 34 35 19
A 34 36 14
A 34 37 17
A 34 38 8
A 34 39 25
A 34 40 11
A 34 41 5
A 34 42 21
A 34 43 14
A 34 44 18
A 34 45 7
A 34 46 14
A 34 47 8
A 34 48 6
A 34 49 17
A 34 50 5
A 34 51 25
A 34 52 20
A 34 53 21
A 34 54 15
A 34 55 25
A 34 56 24
A 34 57 1
A 34 58 23
A 34 59 23
A 34 60 0
A 34 61 18
A 34 62 24
A 34 63 14
A 34 64 19
A 34 65 20
A 34 66 10
A 34 67 18
A 34 68 24
A 34 69 13
A 34 70 4
A 34 71 18
A 34 72 14
A 34 73 9
A 34 74 25
A 34 75 25
A 34 76 9
A 34 77 18
A 34 78 10
A 34 79 10
A 34 80 17
A 34 81 8
A 34 82 22
A 34 83 24
A 34 84 15
A 34 85 12
A 34 86 0
A 34 87 11
A 34 88 8
A 34 89 4
A 34 90 10
A 34 91 0
A 34 92 2
A 34 93 15
A 34 94 25
A 34 95 6
A 34 96 15
